REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2023/04/01 00:05:00,7002.8,130.9,TRADE
NSW1,2023/04/01 00:10:00,6964.01,147.96,TRADE
NSW1,2023/04/01 00:15:00,6963.7,132.19,TRADE
NSW1,2023/04/01 00:20:00,6887.6,138.22,TRADE
NSW1,2023/04/01 00:25:00,6828.7,129.65,TRADE
NSW1,2023/04/01 00:30:00,6804.1,129.74,TRADE
NSW1,2023/04/01 00:35:00,6844.72,144.15,TRADE
NSW1,2023/04/01 00:40:00,6810.77,159.3,TRADE
NSW1,2023/04/01 00:45:00,6726.86,155.43,TRADE
NSW1,2023/04/01 00:50:00,6670.38,147.96,TRADE
NSW1,2023/04/01 00:55:00,6652.16,134.87,TRADE
NSW1,2023/04/01 01:00:00,6539.76,129.29,TRADE
NSW1,2023/04/01 01:05:00,6537.92,126.96,TRADE
NSW1,2023/04/01 01:10:00,6445.47,128.04,TRADE
NSW1,2023/04/01 01:15:00,6435.46,130.88,TRADE
NSW1,2023/04/01 01:20:00,6388.48,128.04,TRADE
NSW1,2023/04/01 01:25:00,6361.5,128.04,TRADE
NSW1,2023/04/01 01:30:00,6360.03,124.31,TRADE
NSW1,2023/04/01 01:35:00,6298.08,162.96,TRADE
NSW1,2023/04/01 01:40:00,6246.45,160.4,TRADE
NSW1,2023/04/01 01:45:00,6281.72,141.16,TRADE
NSW1,2023/04/01 01:50:00,6168.7,157.82,TRADE
NSW1,2023/04/01 01:55:00,6185.02,156.92,TRADE
NSW1,2023/04/01 02:00:00,6176.32,162.96,TRADE
NSW1,2023/04/01 02:05:00,6134.81,185.61,TRADE
NSW1,2023/04/01 02:10:00,6117.08,215.55,TRADE
NSW1,2023/04/01 02:15:00,6076.54,182.58,TRADE
NSW1,2023/04/01 02:20:00,6042.08,173.16,TRADE
NSW1,2023/04/01 02:25:00,6124.17,181.7,TRADE
NSW1,2023/04/01 02:30:00,6132.89,183.41,TRADE
NSW1,2023/04/01 02:35:00,6106.46,154.72,TRADE
NSW1,2023/04/01 02:40:00,6089.86,161.3,TRADE
NSW1,2023/04/01 02:45:00,5949.2,124.6,TRADE
NSW1,2023/04/01 02:50:00,6006.88,150.26,TRADE
NSW1,2023/04/01 02:55:00,5983.43,186.77,TRADE
NSW1,2023/04/01 03:00:00,5958.15,153.34,TRADE
NSW1,2023/04/01 03:05:00,6024.7,188.8,TRADE
NSW1,2023/04/01 03:10:00,5923.1,161.41,TRADE
