REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,1999/08/01 00:30,7722.09667,29.71,TRADE
NSW1,1999/08/01 01:00,7326.275,16.4,TRADE
NSW1,1999/08/01 01:30,7073.345,19.09,TRADE
NSW1,1999/08/01 02:00,6746.43667,16.23,TRADE
NSW1,1999/08/01 02:30,6450.67,14.93,TRADE
NSW1,1999/08/01 03:00,6188.695,14.93,TRADE
NSW1,1999/08/01 03:30,6006.61333,14.01,TRADE
NSW1,1999/08/01 04:00,5847.27333,11.37,TRADE
NSW1,1999/08/01 04:30,5711.465,8.9,TRADE
NSW1,1999/08/01 05:00,5670.36667,8.87,TRADE
NSW1,1999/08/01 05:30,5727.135,8.96,TRADE
NSW1,1999/08/01 06:00,5794.57333,9.35,TRADE
NSW1,1999/08/01 06:30,6028.06333,13.13,TRADE
NSW1,1999/08/01 07:00,6232.33833,13.95,TRADE
NSW1,1999/08/01 07:30,6488.125,13.44,TRADE
NSW1,1999/08/01 08:00,7096.78,24.05,TRADE
NSW1,1999/08/01 08:30,7635.55333,27.96,TRADE
NSW1,1999/08/01 09:00,8049.87833,30.03,TRADE
NSW1,1999/08/01 09:30,8417.13833,32.37,TRADE
NSW1,1999/08/01 10:00,8493.16667,33.8,TRADE
NSW1,1999/08/01 10:30,8429.68,33.47,TRADE
NSW1,1999/08/01 11:00,8208.92833,32.52,TRADE
NSW1,1999/08/01 11:30,8046.92833,28.15,TRADE
NSW1,1999/08/01 12:00,7856.83,27.32,TRADE
NSW1,1999/08/01 12:30,7733.65833,27.16,TRADE
NSW1,1999/08/01 13:00,7495.59167,24.57,TRADE
NSW1,1999/08/01 13:30,7337.91167,23.3,TRADE
NSW1,1999/08/01 14:00,7147.80167,15.58,TRADE
NSW1,1999/08/01 14:30,7061.22667,15.25,TRADE
NSW1,1999/08/01 15:00,6980.22667,14.87,TRADE
NSW1,1999/08/01 15:30,7030.66167,15.11,TRADE
NSW1,1999/08/01 16:00,7148.83667,16.39,TRADE
NSW1,1999/08/01 16:30,7305.425,18.73,TRADE
NSW1,1999/08/01 17:00,7729.08,22.62,TRADE
NSW1,1999/08/01 17:30,8265.26167,26.17,TRADE
NSW1,1999/08/01 18:00,9299.00333,40.32,TRADE
NSW1,1999/08/01 18:30,9617.63333,43.74,TRADE
NSW1,1999/08/01 19:00,9597.98333,44.15,TRADE
NSW1,1999/08/01 19:30,9460.83667,37.55,TRADE
NSW1,1999/08/01 20:00,9318.17833,37.29,TRADE
NSW1,1999/08/01 20:30,9144.23167,36.83,TRADE
NSW1,1999/08/01 21:00,9070.25,36.46,TRADE
NSW1,1999/08/01 21:30,8787.265,33.89,TRADE
NSW1,1999/08/01 22:00,8446.51,28.92,TRADE
NSW1,1999/08/01 22:30,8416.65667,31.59,TRADE
NSW1,1999/08/01 23:00,8210.21667,26.38,TRADE
NSW1,1999/08/01 23:30,8079.55333,31.1,TRADE
NSW1,1999/08/02 00:00,7773.46833,27.34,TRADE
NSW1,1999/08/02 00:30,7546.53,22.55,TRADE
NSW1,1999/08/02 01:00,7342.12333,17.6,TRADE
NSW1,1999/08/02 01:30,7169.86833,25.32,TRADE
NSW1,1999/08/02 02:00,6913.07167,18.77,TRADE
NSW1,1999/08/02 02:30,6620.785,14.97,TRADE
NSW1,1999/08/02 03:00,6472.51833,15.76,TRADE
NSW1,1999/08/02 03:30,6297.865,14.8,TRADE
NSW1,1999/08/02 04:00,6182.28667,13.75,TRADE
NSW1,1999/08/02 04:30,6133.47667,13.7,TRADE
NSW1,1999/08/02 05:00,6195.14667,14.03,TRADE
NSW1,1999/08/02 05:30,6457.19833,14.98,TRADE
NSW1,1999/08/02 06:00,6894.74,15.84,TRADE
NSW1,1999/08/02 06:30,7742.80333,31.19,TRADE
NSW1,1999/08/02 07:00,8592.72833,118.03,TRADE
NSW1,1999/08/02 07:30,8993.88833,37.67,TRADE
NSW1,1999/08/02 08:00,9557.40167,34.92,TRADE
NSW1,1999/08/02 08:30,9662.46833,34.87,TRADE
NSW1,1999/08/02 09:00,9540.30333,29.35,TRADE
NSW1,1999/08/02 09:30,9716.115,27.84,TRADE
NSW1,1999/08/02 10:00,9702.61833,25.8,TRADE
NSW1,1999/08/02 10:30,9398.58667,23.83,TRADE
NSW1,1999/08/02 11:00,9173.435,25.06,TRADE
NSW1,1999/08/02 11:30,9011.30667,26.95,TRADE
NSW1,1999/08/02 12:00,8831.895,29.93,TRADE
NSW1,1999/08/02 12:30,8703.82,27.32,TRADE
NSW1,1999/08/02 13:00,8574.69667,28.94,TRADE
NSW1,1999/08/02 13:30,8507.38667,29.57,TRADE
NSW1,1999/08/02 14:00,8431.47,23.39,TRADE
NSW1,1999/08/02 14:30,8335.73333,22.37,TRADE
NSW1,1999/08/02 15:00,8280.41167,28.36,TRADE
NSW1,1999/08/02 15:30,8245.98,20.82,TRADE
NSW1,1999/08/02 16:00,8323.335,20.87,TRADE
NSW1,1999/08/02 16:30,8534.18333,21.75,TRADE
NSW1,1999/08/02 17:00,8898.36667,21.19,TRADE
NSW1,1999/08/02 17:30,9490.605,28.25,TRADE
NSW1,1999/08/02 18:00,10469.33667,50.23,TRADE
NSW1,1999/08/02 18:30,10743.695,56.21,TRADE
NSW1,1999/08/02 19:00,10602.47167,42.97,TRADE
NSW1,1999/08/02 19:30,10418.96667,33.81,TRADE
NSW1,1999/08/02 20:00,10164.78333,26.48,TRADE
NSW1,1999/08/02 20:30,9960.145,32.36,TRADE
NSW1,1999/08/02 21:00,9884.54333,37.43,TRADE
NSW1,1999/08/02 21:30,9509.075,29.68,TRADE
NSW1,1999/08/02 22:00,9059.69333,25.05,TRADE
NSW1,1999/08/02 22:30,9061.57667,33.92,TRADE
NSW1,1999/08/02 23:00,8922.96,27.48,TRADE
NSW1,1999/08/02 23:30,8844.43333,33.73,TRADE
NSW1,1999/08/03 00:00,8787.68667,31.87,TRADE
NSW1,1999/08/03 00:30,8653.695,30.48,TRADE
NSW1,1999/08/03 01:00,8536.16167,29.06,TRADE
NSW1,1999/08/03 01:30,8364.475,33.31,TRADE
NSW1,1999/08/03 02:00,7988.305,28.86,TRADE
NSW1,1999/08/03 02:30,7557.62167,30.47,TRADE
NSW1,1999/08/03 03:00,7218.69333,31.45,TRADE
NSW1,1999/08/03 03:30,6816.59667,23.45,TRADE
NSW1,1999/08/03 04:00,6613.715,18.29,TRADE
NSW1,1999/08/03 04:30,6479.005,15.0,TRADE
NSW1,1999/08/03 05:00,6475.19,14.98,TRADE
NSW1,1999/08/03 05:30,6796.195,21.01,TRADE
NSW1,1999/08/03 06:00,7196.465,19.48,TRADE
NSW1,1999/08/03 06:30,8097.43667,31.24,TRADE
NSW1,1999/08/03 07:00,9079.65333,52.27,TRADE
NSW1,1999/08/03 07:30,9324.34833,32.09,TRADE
NSW1,1999/08/03 08:00,9903.16167,34.12,TRADE
NSW1,1999/08/03 08:30,9964.00833,34.27,TRADE
NSW1,1999/08/03 09:00,9811.31333,28.68,TRADE
NSW1,1999/08/03 09:30,9957.14833,32.15,TRADE
NSW1,1999/08/03 10:00,9911.48,33.81,TRADE
NSW1,1999/08/03 10:30,9596.53833,23.94,TRADE
NSW1,1999/08/03 11:00,9393.46833,24.71,TRADE
NSW1,1999/08/03 11:30,9174.27833,21.17,TRADE
NSW1,1999/08/03 12:00,9029.33667,27.27,TRADE
NSW1,1999/08/03 12:30,8843.85,22.45,TRADE
NSW1,1999/08/03 13:00,8779.06833,26.98,TRADE
NSW1,1999/08/03 13:30,8671.98667,31.98,TRADE
NSW1,1999/08/03 14:00,8574.26667,23.04,TRADE
NSW1,1999/08/03 14:30,8534.31667,22.72,TRADE
NSW1,1999/08/03 15:00,8388.72333,20.45,TRADE
NSW1,1999/08/03 15:30,8323.50667,20.35,TRADE
NSW1,1999/08/03 16:00,8449.01333,20.64,TRADE
NSW1,1999/08/03 16:30,8526.00833,20.71,TRADE
NSW1,1999/08/03 17:00,9016.55,20.98,TRADE
NSW1,1999/08/03 17:30,9604.89667,24.34,TRADE
NSW1,1999/08/03 18:00,10509.63667,37.73,TRADE
NSW1,1999/08/03 18:30,10786.76167,42.82,TRADE
NSW1,1999/08/03 19:00,10729.05333,36.82,TRADE
NSW1,1999/08/03 19:30,10404.89167,26.69,TRADE
NSW1,1999/08/03 20:00,10290.015,27.77,TRADE
NSW1,1999/08/03 20:30,10105.53667,32.74,TRADE
NSW1,1999/08/03 21:00,9975.79167,27.56,TRADE
NSW1,1999/08/03 21:30,9601.44,21.55,TRADE
NSW1,1999/08/03 22:00,9232.21,23.5,TRADE
NSW1,1999/08/03 22:30,9241.09333,33.56,TRADE
NSW1,1999/08/03 23:00,9002.09333,22.16,TRADE
NSW1,1999/08/03 23:30,8898.0,32.55,TRADE
NSW1,1999/08/04 00:00,8802.385,28.36,TRADE
NSW1,1999/08/04 00:30,8702.18,26.61,TRADE
NSW1,1999/08/04 01:00,8548.89833,28.23,TRADE
NSW1,1999/08/04 01:30,8358.13833,32.21,TRADE
NSW1,1999/08/04 02:00,7982.40833,24.63,TRADE
NSW1,1999/08/04 02:30,7599.23,23.34,TRADE
NSW1,1999/08/04 03:00,7199.51667,24.53,TRADE
NSW1,1999/08/04 03:30,6868.65,20.53,TRADE
NSW1,1999/08/04 04:00,6600.50333,15.12,TRADE
NSW1,1999/08/04 04:30,6467.40333,15.26,TRADE
NSW1,1999/08/04 05:00,6470.47667,15.37,TRADE
NSW1,1999/08/04 05:30,6701.14,26.2,TRADE
NSW1,1999/08/04 06:00,7137.365,30.13,TRADE
NSW1,1999/08/04 06:30,8011.855,32.16,TRADE
NSW1,1999/08/04 07:00,8961.85333,3275.02,TRADE
NSW1,1999/08/04 07:30,9259.145,33.58,TRADE
NSW1,1999/08/04 08:00,9779.03,32.46,TRADE
NSW1,1999/08/04 08:30,9877.27667,34.81,TRADE
NSW1,1999/08/04 09:00,9640.52,31.66,TRADE
NSW1,1999/08/04 09:30,9759.67833,31.08,TRADE
NSW1,1999/08/04 10:00,9688.33833,28.24,TRADE
NSW1,1999/08/04 10:30,9390.86833,27.73,TRADE
NSW1,1999/08/04 11:00,9098.01667,27.67,TRADE
NSW1,1999/08/04 11:30,8895.55333,27.74,TRADE
NSW1,1999/08/04 12:00,8755.585,29.42,TRADE
NSW1,1999/08/04 12:30,8676.66667,25.1,TRADE
NSW1,1999/08/04 13:00,8570.335,23.8,TRADE
NSW1,1999/08/04 13:30,8511.89667,27.18,TRADE
NSW1,1999/08/04 14:00,8413.075,22.5,TRADE
NSW1,1999/08/04 14:30,8369.08167,20.72,TRADE
NSW1,1999/08/04 15:00,8257.10333,20.55,TRADE
NSW1,1999/08/04 15:30,8176.90333,20.47,TRADE
NSW1,1999/08/04 16:00,8317.785,20.6,TRADE
NSW1,1999/08/04 16:30,8445.30333,20.76,TRADE
NSW1,1999/08/04 17:00,8796.62333,21.08,TRADE
NSW1,1999/08/04 17:30,9355.46333,26.37,TRADE
NSW1,1999/08/04 18:00,10232.03167,35.88,TRADE
NSW1,1999/08/04 18:30,10551.92333,39.02,TRADE
NSW1,1999/08/04 19:00,10478.56167,36.09,TRADE
NSW1,1999/08/04 19:30,10266.04833,31.11,TRADE
NSW1,1999/08/04 20:00,10087.23167,28.72,TRADE
NSW1,1999/08/04 20:30,9926.59167,28.52,TRADE
NSW1,1999/08/04 21:00,9795.895,25.44,TRADE
NSW1,1999/08/04 21:30,9491.3,22.57,TRADE
NSW1,1999/08/04 22:00,9121.72833,23.75,TRADE
NSW1,1999/08/04 22:30,9117.12167,33.32,TRADE
NSW1,1999/08/04 23:00,8935.71833,21.65,TRADE
NSW1,1999/08/04 23:30,8861.76,30.6,TRADE
NSW1,1999/08/05 00:00,8749.40667,25.43,TRADE
NSW1,1999/08/05 00:30,8615.46667,23.99,TRADE
NSW1,1999/08/05 01:00,8462.13667,20.71,TRADE
NSW1,1999/08/05 01:30,8316.78833,26.55,TRADE
NSW1,1999/08/05 02:00,7953.53833,23.98,TRADE
NSW1,1999/08/05 02:30,7568.52,23.38,TRADE
NSW1,1999/08/05 03:00,7203.53833,25.92,TRADE
NSW1,1999/08/05 03:30,6885.66833,30.61,TRADE
NSW1,1999/08/05 04:00,6597.51167,15.9,TRADE
NSW1,1999/08/05 04:30,6517.65833,17.52,TRADE
NSW1,1999/08/05 05:00,6481.85167,15.52,TRADE
NSW1,1999/08/05 05:30,6734.51833,27.44,TRADE
NSW1,1999/08/05 06:00,7188.23667,24.58,TRADE
NSW1,1999/08/05 06:30,8088.245,23.79,TRADE
NSW1,1999/08/05 07:00,9020.02167,76.13,TRADE
NSW1,1999/08/05 07:30,9241.45667,26.66,TRADE
NSW1,1999/08/05 08:00,9764.01833,25.99,TRADE
NSW1,1999/08/05 08:30,9838.83167,28.0,TRADE
NSW1,1999/08/05 09:00,9645.62333,27.08,TRADE
NSW1,1999/08/05 09:30,9758.425,30.6,TRADE
NSW1,1999/08/05 10:00,9676.66333,25.26,TRADE
NSW1,1999/08/05 10:30,9391.54833,26.3,TRADE
NSW1,1999/08/05 11:00,9171.88,30.09,TRADE
NSW1,1999/08/05 11:30,8996.72167,26.67,TRADE
NSW1,1999/08/05 12:00,8823.28667,26.36,TRADE
NSW1,1999/08/05 12:30,8721.55667,28.14,TRADE
NSW1,1999/08/05 13:00,8563.70667,26.0,TRADE
NSW1,1999/08/05 13:30,8516.81167,28.36,TRADE
NSW1,1999/08/05 14:00,8435.36833,23.73,TRADE
NSW1,1999/08/05 14:30,8397.44,21.13,TRADE
NSW1,1999/08/05 15:00,8309.72667,20.48,TRADE
NSW1,1999/08/05 15:30,8280.22167,20.43,TRADE
NSW1,1999/08/05 16:00,8297.63167,20.41,TRADE
NSW1,1999/08/05 16:30,8491.69667,20.63,TRADE
NSW1,1999/08/05 17:00,8760.61333,21.87,TRADE
NSW1,1999/08/05 17:30,9353.70833,24.65,TRADE
NSW1,1999/08/05 18:00,10243.68833,34.11,TRADE
NSW1,1999/08/05 18:30,10510.41333,36.8,TRADE
NSW1,1999/08/05 19:00,10475.55833,35.47,TRADE
NSW1,1999/08/05 19:30,10280.17833,32.9,TRADE
NSW1,1999/08/05 20:00,10112.59,32.13,TRADE
NSW1,1999/08/05 20:30,9993.48833,34.0,TRADE
NSW1,1999/08/05 21:00,9841.63,31.94,TRADE
NSW1,1999/08/05 21:30,9488.17333,24.74,TRADE
NSW1,1999/08/05 22:00,9081.38167,23.01,TRADE
NSW1,1999/08/05 22:30,9166.79,40.6,TRADE
NSW1,1999/08/05 23:00,9047.77,29.95,TRADE
NSW1,1999/08/05 23:30,8957.76167,33.86,TRADE
NSW1,1999/08/06 00:00,8859.1,33.07,TRADE
NSW1,1999/08/06 00:30,8699.80167,28.96,TRADE
NSW1,1999/08/06 01:00,8559.2,29.09,TRADE
NSW1,1999/08/06 01:30,8289.12667,32.38,TRADE
NSW1,1999/08/06 02:00,8000.90667,29.14,TRADE
NSW1,1999/08/06 02:30,7601.10333,27.4,TRADE
NSW1,1999/08/06 03:00,7192.985,33.05,TRADE
NSW1,1999/08/06 03:30,6823.49667,33.88,TRADE
NSW1,1999/08/06 04:00,6602.18,25.55,TRADE
NSW1,1999/08/06 04:30,6514.48,21.88,TRADE
NSW1,1999/08/06 05:00,6469.085,19.47,TRADE
NSW1,1999/08/06 05:30,6708.63833,31.13,TRADE
NSW1,1999/08/06 06:00,7138.46667,27.08,TRADE
NSW1,1999/08/06 06:30,7975.06833,31.49,TRADE
NSW1,1999/08/06 07:00,8793.81667,52.3,TRADE
NSW1,1999/08/06 07:30,9082.93833,28.15,TRADE
NSW1,1999/08/06 08:00,9591.175,29.05,TRADE
NSW1,1999/08/06 08:30,9717.85,33.91,TRADE
NSW1,1999/08/06 09:00,9613.02833,32.87,TRADE
NSW1,1999/08/06 09:30,9784.21833,36.52,TRADE
NSW1,1999/08/06 10:00,9777.81833,35.4,TRADE
NSW1,1999/08/06 10:30,9631.39,34.07,TRADE
NSW1,1999/08/06 11:00,9388.91333,34.4,TRADE
NSW1,1999/08/06 11:30,9232.10833,34.26,TRADE
NSW1,1999/08/06 12:00,9110.87,37.58,TRADE
NSW1,1999/08/06 12:30,9021.03167,35.93,TRADE
NSW1,1999/08/06 13:00,8935.24833,33.55,TRADE
NSW1,1999/08/06 13:30,8849.7,33.92,TRADE
NSW1,1999/08/06 14:00,8827.21,33.25,TRADE
NSW1,1999/08/06 14:30,8707.89333,25.8,TRADE
