REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,1999/01/01 00:30,6820.56,27.64,TRADE
NSW1,1999/01/01 01:00,6421.34833,26.64,TRADE
NSW1,1999/01/01 01:30,5991.45,25.81,TRADE
NSW1,1999/01/01 02:00,5663.07333,19.94,TRADE
NSW1,1999/01/01 02:30,5384.04667,19.48,TRADE
NSW1,1999/01/01 03:00,5199.315,15.13,TRADE
NSW1,1999/01/01 03:30,5067.52167,14.34,TRADE
NSW1,1999/01/01 04:00,5008.23667,14.19,TRADE
NSW1,1999/01/01 04:30,4995.57667,14.2,TRADE
NSW1,1999/01/01 05:00,5022.93,12.41,TRADE
NSW1,1999/01/01 05:30,5110.35333,8.77,TRADE
NSW1,1999/01/01 06:00,5165.515,8.45,TRADE
NSW1,1999/01/01 06:30,5183.06,9.64,TRADE
NSW1,1999/01/01 07:00,5363.53167,11.71,TRADE
NSW1,1999/01/01 07:30,5479.85333,8.24,TRADE
NSW1,1999/01/01 08:00,5508.72833,8.21,TRADE
NSW1,1999/01/01 08:30,5994.23833,11.34,TRADE
NSW1,1999/01/01 09:00,6272.0,11.68,TRADE
NSW1,1999/01/01 09:30,6384.57333,12.99,TRADE
NSW1,1999/01/01 10:00,6441.13167,14.4,TRADE
NSW1,1999/01/01 10:30,6537.27,14.56,TRADE
NSW1,1999/01/01 11:00,6560.71,15.86,TRADE
NSW1,1999/01/01 11:30,6562.065,16.53,TRADE
NSW1,1999/01/01 12:00,6520.15167,14.84,TRADE
NSW1,1999/01/01 12:30,6446.8,14.92,TRADE
NSW1,1999/01/01 13:00,6377.65,14.83,TRADE
NSW1,1999/01/01 13:30,6354.85833,14.87,TRADE
NSW1,1999/01/01 14:00,6293.74333,14.71,TRADE
NSW1,1999/01/01 14:30,6301.40667,14.83,TRADE
NSW1,1999/01/01 15:00,6316.38167,14.91,TRADE
NSW1,1999/01/01 15:30,6358.35167,15.72,TRADE
NSW1,1999/01/01 16:00,6426.99333,16.68,TRADE
NSW1,1999/01/01 16:30,6389.48333,16.6,TRADE
NSW1,1999/01/01 17:00,6545.915,17.72,TRADE
NSW1,1999/01/01 17:30,6510.8,16.85,TRADE
NSW1,1999/01/01 18:00,6506.94,16.53,TRADE
NSW1,1999/01/01 18:30,6446.04333,16.15,TRADE
NSW1,1999/01/01 19:00,6466.09333,16.06,TRADE
NSW1,1999/01/01 19:30,6537.61833,16.71,TRADE
NSW1,1999/01/01 20:00,6660.98333,16.73,TRADE
NSW1,1999/01/01 20:30,6613.07333,17.05,TRADE
NSW1,1999/01/01 21:00,6468.09333,15.68,TRADE
NSW1,1999/01/01 21:30,6568.24,17.73,TRADE
NSW1,1999/01/01 22:00,6567.45667,15.73,TRADE
