REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,1999/03/01 00:30,6208.69333,14.58,TRADE
NSW1,1999/03/01 01:00,5994.29167,14.37,TRADE
NSW1,1999/03/01 01:30,5834.85833,14.67,TRADE
NSW1,1999/03/01 02:00,5644.25667,14.47,TRADE
NSW1,1999/03/01 02:30,5474.17,14.0,TRADE
NSW1,1999/03/01 03:00,5416.75667,14.21,TRADE
NSW1,1999/03/01 03:30,5403.46833,13.8,TRADE
NSW1,1999/03/01 04:00,5428.86833,12.37,TRADE
NSW1,1999/03/01 04:30,5686.26167,15.58,TRADE
NSW1,1999/03/01 05:00,5992.55,16.25,TRADE
NSW1,1999/03/01 05:30,6609.47667,21.73,TRADE
NSW1,1999/03/01 06:00,7299.39333,23.72,TRADE
NSW1,1999/03/01 06:30,7571.99833,23.82,TRADE
NSW1,1999/03/01 07:00,8066.90667,21.38,TRADE
NSW1,1999/03/01 07:30,8252.69667,17.45,TRADE
NSW1,1999/03/01 08:00,8230.43167,14.69,TRADE
NSW1,1999/03/01 08:30,8661.67167,17.04,TRADE
NSW1,1999/03/01 09:00,8733.485,17.29,TRADE
NSW1,1999/03/01 09:30,8674.9,16.97,TRADE
NSW1,1999/03/01 10:00,8615.87667,17.45,TRADE
NSW1,1999/03/01 10:30,8628.16333,17.45,TRADE
NSW1,1999/03/01 11:00,8599.00333,17.45,TRADE
NSW1,1999/03/01 11:30,8495.92833,17.33,TRADE
NSW1,1999/03/01 12:00,8478.525,17.45,TRADE
NSW1,1999/03/01 12:30,8450.05167,16.53,TRADE
NSW1,1999/03/01 13:00,8497.885,17.03,TRADE
NSW1,1999/03/01 13:30,8457.70333,17.16,TRADE
NSW1,1999/03/01 14:00,8450.33167,17.3,TRADE
NSW1,1999/03/01 14:30,8323.34667,15.77,TRADE
NSW1,1999/03/01 15:00,8431.35333,17.45,TRADE
NSW1,1999/03/01 15:30,8374.6,17.45,TRADE
NSW1,1999/03/01 16:00,8400.79833,17.45,TRADE
NSW1,1999/03/01 16:30,8403.01333,18.71,TRADE
NSW1,1999/03/01 17:00,8446.94667,17.37,TRADE
NSW1,1999/03/01 17:30,8272.72167,17.0,TRADE
NSW1,1999/03/01 18:00,8071.7,15.44,TRADE
NSW1,1999/03/01 18:30,7884.96167,14.43,TRADE
NSW1,1999/03/01 19:00,7861.21333,14.47,TRADE
NSW1,1999/03/01 19:30,7831.72667,14.78,TRADE
NSW1,1999/03/01 20:00,7682.07333,14.36,TRADE
NSW1,1999/03/01 20:30,7419.54333,14.64,TRADE
NSW1,1999/03/01 21:00,7173.085,14.06,TRADE
NSW1,1999/03/01 21:30,7322.96833,14.33,TRADE
NSW1,1999/03/01 22:00,7337.99,14.21,TRADE
NSW1,1999/03/01 22:30,7429.51833,15.29,TRADE
NSW1,1999/03/01 23:00,7491.96667,14.95,TRADE
NSW1,1999/03/01 23:30,7393.505,17.07,TRADE
NSW1,1999/03/02 00:00,7227.42333,17.45,TRADE
NSW1,1999/03/02 00:30,6948.78833,16.48,TRADE
NSW1,1999/03/02 01:00,6569.24333,14.54,TRADE
NSW1,1999/03/02 01:30,6212.15333,16.5,TRADE
NSW1,1999/03/02 02:00,5905.35167,14.8,TRADE
NSW1,1999/03/02 02:30,5707.685,14.98,TRADE
NSW1,1999/03/02 03:00,5622.14333,14.91,TRADE
NSW1,1999/03/02 03:30,5602.52,14.93,TRADE
NSW1,1999/03/02 04:00,5638.80167,15.03,TRADE
NSW1,1999/03/02 04:30,5819.90667,14.72,TRADE
NSW1,1999/03/02 05:00,6118.69833,15.5,TRADE
NSW1,1999/03/02 05:30,6759.36333,20.07,TRADE
NSW1,1999/03/02 06:00,7405.42167,23.21,TRADE
NSW1,1999/03/02 06:30,7598.20333,19.01,TRADE
NSW1,1999/03/02 07:00,8093.44333,17.42,TRADE
NSW1,1999/03/02 07:30,8144.22667,14.46,TRADE
NSW1,1999/03/02 08:00,8237.82167,14.18,TRADE
NSW1,1999/03/02 08:30,8560.735,17.42,TRADE
NSW1,1999/03/02 09:00,8945.66,17.57,TRADE
NSW1,1999/03/02 09:30,8876.29667,17.45,TRADE
NSW1,1999/03/02 10:00,8767.96833,17.45,TRADE
NSW1,1999/03/02 10:30,8612.15167,17.33,TRADE
NSW1,1999/03/02 11:00,8766.04833,17.45,TRADE
NSW1,1999/03/02 11:30,8669.665,17.45,TRADE
NSW1,1999/03/02 12:00,8609.42333,17.33,TRADE
NSW1,1999/03/02 12:30,8518.03333,15.48,TRADE
NSW1,1999/03/02 13:00,8587.32333,16.14,TRADE
NSW1,1999/03/02 13:30,8644.445,17.45,TRADE
NSW1,1999/03/02 14:00,8620.67,17.45,TRADE
NSW1,1999/03/02 14:30,8585.99167,17.45,TRADE
NSW1,1999/03/02 15:00,8622.93667,17.45,TRADE
NSW1,1999/03/02 15:30,8682.22167,17.45,TRADE
NSW1,1999/03/02 16:00,8726.695,23.51,TRADE
NSW1,1999/03/02 16:30,8680.955,24.0,TRADE
NSW1,1999/03/02 17:00,8613.94167,18.79,TRADE
NSW1,1999/03/02 17:30,8345.46833,17.45,TRADE
NSW1,1999/03/02 18:00,8237.13,16.97,TRADE
NSW1,1999/03/02 18:30,8039.895,14.47,TRADE
NSW1,1999/03/02 19:00,8090.6,14.69,TRADE
NSW1,1999/03/02 19:30,8086.99,14.94,TRADE
NSW1,1999/03/02 20:00,7974.05333,15.55,TRADE
NSW1,1999/03/02 20:30,7667.93667,14.63,TRADE
NSW1,1999/03/02 21:00,7462.08,14.31,TRADE
NSW1,1999/03/02 21:30,7572.60833,15.81,TRADE
NSW1,1999/03/02 22:00,7624.545,15.75,TRADE
NSW1,1999/03/02 22:30,7620.615,15.13,TRADE
NSW1,1999/03/02 23:00,7676.64,15.1,TRADE
NSW1,1999/03/02 23:30,7567.10667,19.03,TRADE
NSW1,1999/03/03 00:00,7376.87333,16.49,TRADE
NSW1,1999/03/03 00:30,7141.955,15.79,TRADE
NSW1,1999/03/03 01:00,6720.57333,14.72,TRADE
NSW1,1999/03/03 01:30,6403.69167,16.17,TRADE
NSW1,1999/03/03 02:00,6080.80333,15.52,TRADE
NSW1,1999/03/03 02:30,5847.11167,14.91,TRADE
NSW1,1999/03/03 03:00,5734.93667,14.89,TRADE
NSW1,1999/03/03 03:30,5674.03333,14.93,TRADE
NSW1,1999/03/03 04:00,5728.63833,14.65,TRADE
NSW1,1999/03/03 04:30,5918.08667,14.81,TRADE
NSW1,1999/03/03 05:00,6231.03333,15.82,TRADE
NSW1,1999/03/03 05:30,6824.97667,19.59,TRADE
