REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,1998/12/07 02:00,3294.38,8.01,TRADE
NSW1,1998/12/07 02:30,5337.07333,11.16,TRADE
NSW1,1998/12/07 03:00,5296.285,13.52,TRADE
NSW1,1998/12/07 03:30,5265.64,12.52,TRADE
NSW1,1998/12/07 04:00,5330.04833,13.01,TRADE
NSW1,1998/12/07 04:30,5574.255,16.03,TRADE
NSW1,1998/12/07 05:00,5771.305,17.07,TRADE
NSW1,1998/12/07 05:30,6358.04833,26.64,TRADE
NSW1,1998/12/07 06:00,7007.13667,40.75,TRADE
NSW1,1998/12/07 06:30,7150.92833,46.18,TRADE
NSW1,1998/12/07 07:00,7607.845,59.4,TRADE
NSW1,1998/12/07 07:30,7794.75167,85.25,TRADE
NSW1,1998/12/07 08:00,7934.435,169.01,TRADE
NSW1,1998/12/07 08:30,8429.57333,294.32,TRADE
NSW1,1998/12/07 09:00,8545.73833,332.66,TRADE
NSW1,1998/12/07 09:30,8580.435,335.62,TRADE
NSW1,1998/12/07 10:00,8513.02,332.67,TRADE
NSW1,1998/12/07 10:30,8458.73,2636.65,TRADE
NSW1,1998/12/07 11:00,8852.62667,5000.0,TRADE
NSW1,1998/12/07 11:30,8601.43333,5000.0,TRADE
NSW1,1998/12/07 12:00,8541.025,363.99,TRADE
NSW1,1998/12/07 12:30,8541.64833,347.56,TRADE
NSW1,1998/12/07 13:00,8616.69833,305.25,TRADE
NSW1,1998/12/07 13:30,8650.03667,331.24,TRADE
NSW1,1998/12/07 14:00,8598.23333,265.02,TRADE
NSW1,1998/12/07 14:30,8538.55833,332.24,TRADE
NSW1,1998/12/07 15:00,8560.2,332.53,TRADE
NSW1,1998/12/07 15:30,8544.15833,317.77,TRADE
NSW1,1998/12/07 16:00,8522.80333,269.98,TRADE
NSW1,1998/12/07 16:30,8362.09,61.42,TRADE
NSW1,1998/12/07 17:00,8334.84167,67.46,TRADE
NSW1,1998/12/07 17:30,8113.42167,55.58,TRADE
NSW1,1998/12/07 18:00,8026.175,54.38,TRADE
NSW1,1998/12/07 18:30,7852.90333,50.06,TRADE
NSW1,1998/12/07 19:00,7784.265,50.86,TRADE
NSW1,1998/12/07 19:30,7752.84667,50.08,TRADE
NSW1,1998/12/07 20:00,7799.85,56.42,TRADE
NSW1,1998/12/07 20:30,7595.47667,50.53,TRADE
NSW1,1998/12/07 21:00,7296.01333,47.73,TRADE
NSW1,1998/12/07 21:30,7496.48167,57.51,TRADE
NSW1,1998/12/07 22:00,7550.235,46.07,TRADE
NSW1,1998/12/07 22:30,7642.49333,46.38,TRADE
NSW1,1998/12/07 23:00,7663.75667,38.92,TRADE
NSW1,1998/12/07 23:30,7584.495,45.45,TRADE
NSW1,1998/12/08 00:00,7434.24,41.32,TRADE
NSW1,1998/12/08 00:30,7197.185,38.39,TRADE
NSW1,1998/12/08 01:00,6771.725,32.4,TRADE
NSW1,1998/12/08 01:30,6462.985,32.73,TRADE
NSW1,1998/12/08 02:00,6128.74667,32.3,TRADE
NSW1,1998/12/08 02:30,5868.55167,27.39,TRADE
NSW1,1998/12/08 03:00,5748.61667,23.45,TRADE
NSW1,1998/12/08 03:30,5637.15333,25.61,TRADE
NSW1,1998/12/08 04:00,5689.16667,26.8,TRADE
NSW1,1998/12/08 04:30,5850.21833,13.23,TRADE
NSW1,1998/12/08 05:00,6119.37833,13.75,TRADE
NSW1,1998/12/08 05:30,6663.09667,19.3,TRADE
NSW1,1998/12/08 06:00,7193.96167,29.04,TRADE
NSW1,1998/12/08 06:30,7336.705,46.77,TRADE
NSW1,1998/12/08 07:00,7815.92667,103.79,TRADE
NSW1,1998/12/08 07:30,7929.12333,107.75,TRADE
NSW1,1998/12/08 08:00,8035.04167,172.68,TRADE
NSW1,1998/12/08 08:30,8424.84333,232.56,TRADE
NSW1,1998/12/08 09:00,8595.49,66.58,TRADE
NSW1,1998/12/08 09:30,8575.50333,555.79,TRADE
NSW1,1998/12/08 10:00,8424.34167,281.53,TRADE
NSW1,1998/12/08 10:30,8460.86,205.62,TRADE
NSW1,1998/12/08 11:00,8485.935,217.74,TRADE
NSW1,1998/12/08 11:30,8416.57333,309.21,TRADE
NSW1,1998/12/08 12:00,8426.75667,327.9,TRADE
NSW1,1998/12/08 12:30,8434.72167,328.66,TRADE
NSW1,1998/12/08 13:00,8419.75,314.39,TRADE
NSW1,1998/12/08 13:30,8394.18333,289.11,TRADE
NSW1,1998/12/08 14:00,8380.75333,316.54,TRADE
NSW1,1998/12/08 14:30,8349.085,325.22,TRADE
NSW1,1998/12/08 15:00,8335.90667,319.31,TRADE
NSW1,1998/12/08 15:30,8343.85167,329.02,TRADE
NSW1,1998/12/08 16:00,8377.68667,329.53,TRADE
NSW1,1998/12/08 16:30,8284.68167,330.83,TRADE
NSW1,1998/12/08 17:00,8226.32,327.81,TRADE
NSW1,1998/12/08 17:30,8008.1,179.7,TRADE
NSW1,1998/12/08 18:00,7867.64333,258.78,TRADE
NSW1,1998/12/08 18:30,7657.52,138.26,TRADE
NSW1,1998/12/08 19:00,7535.41667,134.82,TRADE
NSW1,1998/12/08 19:30,7686.28,90.45,TRADE
NSW1,1998/12/08 20:00,7723.77833,53.48,TRADE
NSW1,1998/12/08 20:30,7509.63833,46.77,TRADE
NSW1,1998/12/08 21:00,7272.32833,37.07,TRADE
NSW1,1998/12/08 21:30,7430.94667,44.39,TRADE
NSW1,1998/12/08 22:00,7492.525,44.76,TRADE
NSW1,1998/12/08 22:30,7609.20833,37.67,TRADE
NSW1,1998/12/08 23:00,7624.015,31.45,TRADE
NSW1,1998/12/08 23:30,7584.41667,52.16,TRADE
NSW1,1998/12/09 00:00,7427.175,33.08,TRADE
NSW1,1998/12/09 00:30,7143.62333,23.26,TRADE
NSW1,1998/12/09 01:00,6774.43167,24.2,TRADE
NSW1,1998/12/09 01:30,6409.35,29.11,TRADE
NSW1,1998/12/09 02:00,6096.56,29.22,TRADE
NSW1,1998/12/09 02:30,5806.41167,23.47,TRADE
NSW1,1998/12/09 03:00,5685.82833,20.7,TRADE
NSW1,1998/12/09 03:30,5617.99167,16.76,TRADE
NSW1,1998/12/09 04:00,5641.285,14.2,TRADE
NSW1,1998/12/09 04:30,5821.55167,3.58,TRADE
NSW1,1998/12/09 05:00,6133.41,13.87,TRADE
NSW1,1998/12/09 05:30,6647.97167,23.65,TRADE
NSW1,1998/12/09 06:00,7197.83167,33.75,TRADE
NSW1,1998/12/09 06:30,7350.18167,33.35,TRADE
NSW1,1998/12/09 07:00,7806.31167,51.7,TRADE
NSW1,1998/12/09 07:30,8053.75,64.89,TRADE
NSW1,1998/12/09 08:00,8263.695,62.68,TRADE
NSW1,1998/12/09 08:30,8672.03667,119.75,TRADE
NSW1,1998/12/09 09:00,8795.215,262.44,TRADE
NSW1,1998/12/09 09:30,8770.17,330.59,TRADE
NSW1,1998/12/09 10:00,8718.88833,285.31,TRADE
NSW1,1998/12/09 10:30,8788.99333,327.55,TRADE
NSW1,1998/12/09 11:00,8790.45167,329.51,TRADE
NSW1,1998/12/09 11:30,8775.97333,332.15,TRADE
NSW1,1998/12/09 12:00,8773.24167,241.52,TRADE
NSW1,1998/12/09 12:30,8828.51167,270.26,TRADE
NSW1,1998/12/09 13:00,8828.46167,287.99,TRADE
NSW1,1998/12/09 13:30,8834.53,207.04,TRADE
NSW1,1998/12/09 14:00,8850.99333,208.15,TRADE
NSW1,1998/12/09 14:30,8871.60833,280.56,TRADE
NSW1,1998/12/09 15:00,8975.91167,334.85,TRADE
NSW1,1998/12/09 15:30,9057.82667,337.53,TRADE
NSW1,1998/12/09 16:00,9058.935,335.68,TRADE
NSW1,1998/12/09 16:30,8943.44833,330.82,TRADE
NSW1,1998/12/09 17:00,8700.76,137.69,TRADE
NSW1,1998/12/09 17:30,8323.79333,91.79,TRADE
NSW1,1998/12/09 18:00,8217.77333,97.2,TRADE
NSW1,1998/12/09 18:30,7957.06,49.1,TRADE
NSW1,1998/12/09 19:00,7924.10667,51.05,TRADE
NSW1,1998/12/09 19:30,8053.09667,61.21,TRADE
NSW1,1998/12/09 20:00,8096.07333,61.87,TRADE
NSW1,1998/12/09 20:30,7898.01833,51.41,TRADE
NSW1,1998/12/09 21:00,7603.43167,45.77,TRADE
NSW1,1998/12/09 21:30,7735.16833,49.41,TRADE
